epoch,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
loss on training,0.002994285172971749,0.0017632996667019103,0.000878005311837098,0.0008442856323970444,0.0008228391597912332,0.0008145612130442936,0.0008028850542531234,0.0007966515252438132,0.0007920640112169667,0.0007811764106971559,0.0007754994410364213,0.000770279945872356,0.0007696875330350325,0.0007670272013772019,0.000763735405203419,0.0007601109875720501,0.0007592899714398355,0.0007571917446690896,0.0007552094900163399,0.0007502576273011314,0.000750739398522791,0.000754050874046583,0.0007497857985874128,0.0007467196604156645,0.000745096006229912,0.0007452153118028733,0.0007434245088948235,0.0007437944040270185,0.0007419639135099448,0.0007410271000019788,0.0007412684814545678,0.0007431375477370661,0.0007397809969173378,0.0007387130376709789,0.0007405546236571348,0.0007380812966153105,0.000739512336803092,0.0007390653230199909,0.0007374552769461517,0.0007389202322374009
loss on test,0.0025016600699620155,0.0011017842013292707,0.0010773616039819666,0.0010529507471733908,0.001026410617503685,0.0010208074021215924,0.0010025488016446517,0.0009944880132795647,0.000987391078061263,0.0009859542736638334,0.0009765129654311216,0.0009696299114245581,0.0009749700489625572,0.0009640615406133646,0.00096251120033691,0.0009590136570750664,0.0009531201204079284,0.0009545456375948942,0.0009463336431041497,0.0009474772052050239,0.0009478696326383308,0.0009457796736183874,0.0009438142080463855,0.000940776049364144,0.0009390424292192689,0.0009377034832673917,0.0009413825479087153,0.0009386537447467243,0.0009384198648916993,0.0009380751521536159,0.0009404287392666582,0.0009374694158187036,0.0009396948200553997,0.0009401557030333679,0.0009376345820308714,0.000939229121587961,0.0009392849971458591,0.0009365976429094808,0.0009366859592760182,0.0009340286116634043
