epoch,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
loss on training,0.014626762528992874,0.004424302045645272,0.002642937532195263,0.0019437442162987871,0.0015946334571632329,0.0013919736953912545,0.0012713394102802724,0.0011567032057841662,0.001103344601059665,0.001052179802668714,0.0010130320058584204,0.0009736868305708059,0.0009462486875674601,0.0009393836465942571,0.00091838796165976,0.0008949635093464923,0.0008952811335818676,0.0008773504816848734,0.0008694230697664952,0.0008600728157580814,0.0008488289622438475,0.000841176789851349,0.0008306649740867511,0.0008235980593711425,0.0008124409733642181,0.000812599027523193,0.0008058193887575826,0.0008001803517349486,0.0007960558540860946,0.0007906930113386753,0.0007865607829818124,0.0007827141333867562,0.0007798315748374416,0.0007837251091269319,0.0007772129536896389
loss on test,0.0019816339793778223,0.0011901433659252825,0.00107588610116577,0.0010906533329440215,0.0010019443845471245,0.000977132283555715,0.000990247399027193,0.001024790697196215,0.0010606367310698243,0.0010103570110018471,0.0010043439467662025,0.0009756158252603841,0.001012726482377628,0.0010258946671348108,0.001038342173596534,0.0010585166904764109,0.001003416091076656,0.0010129969456782323,0.000993568740244432,0.0009896104362307114,0.0009851926266504212,0.0009846261787400197,0.0009777098342540259,0.0009741359873609468,0.0009779950009256271,0.0009709630691584414,0.0009793682996929191,0.0009903906995344888,0.0010011086872531937,0.0010230786058883408,0.0010465111003416772,0.0010611454312746149,0.0010694148691791456,0.0010943773005748182,0.001123049128167013
