epoch,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300
loss on training,0.168382489,0.018681241,0.018660222,0.018646647,0.018634763,0.01862348,0.018612388,0.018601283,0.018590032,0.018578523,0.018566661,0.01855435,0.018541489,0.018527984,0.018513747,0.018498699,0.018482768,0.018465892,0.018448027,0.018429153,0.018409277,0.018388435,0.018366697,0.018344164,0.018320972,0.018297279,0.018273257,0.018249071,0.018224882,0.018200833,0.018177042,0.018153609,0.018130617,0.018108137,0.018086231,0.01806495,0.018044345,0.018024459,0.018005332,0.017986997,0.017969482,0.017952805,0.017936979,0.017922001,0.017907855,0.017894515,0.01788195,0.017870118,0.017858977,0.01784848,0.017838577,0.017829219,0.01782036,0.017811952,0.017803954,0.017796328,0.017789041,0.017782061,0.017775362,0.017768921,0.017762719,0.017756737,0.017750961,0.017745379,0.017739979,0.017734756,0.017729699,0.017724803,0.017720061,0.017715469,0.017711021,0.017706712,0.017702539,0.017698496,0.017694581,0.017690788,0.017687115,0.017683557,0.01768011,0.017676772,0.017673538,0.017670404,0.017667367,0.017664423,0.01766157,0.017658805,0.017656123,0.017653522,0.017650999,0.017648552,0.017646178,0.017643872,0.017641633,0.017639459,0.017637345,0.01763529,0.017633292,0.017631347,0.017629454,0.01762761,0.017625813,0.017624062,0.017622353,0.017620685,0.017619057,0.017617465,0.017615909,0.017614387,0.017612897,0.017611438,0.017610008,0.017608606,0.017607231,0.017605882,0.017604556,0.017603254,0.017601974,0.017600715,0.017599476,0.017598256,0.017597055,0.017595871,0.017594705,0.017593555,0.017592421,0.017591303,0.0175902,0.017589112,0.017588037,0.017586976,0.017585928,0.017584893,0.01758387,0.017582859,0.017581859,0.01758087,0.017579891,0.017578923,0.017577963,0.017577014,0.017576072,0.017575139,0.017574214,0.017573296,0.017572386,0.017571484,0.017570589,0.017569702,0.017568822,0.017567948,0.01756708,0.017566218,0.017565363,0.017564512,0.017563668,0.017562828,0.017561994,0.017561164,0.01756034,0.01755952,0.017558704,0.017557893,0.017557086,0.017556283,0.017555484,0.017554688,0.017553896,0.017553107,0.017552322,0.017551539,0.01755076,0.017549984,0.017549211,0.017548441,0.017547673,0.017546908,0.017546145,0.017545384,0.017544626,0.01754387,0.017543116,0.017542365,0.017541615,0.017540868,0.017540123,0.017539379,0.017538637,0.017537896,0.017537158,0.017536421,0.017535685,0.01753495,0.017534217,0.017533485,0.017532754,0.017532024,0.017531295,0.017530567,0.017529841,0.017529115,0.01752839,0.017527666,0.017526943,0.01752622,0.017525499,0.017524777,0.017524057,0.017523337,0.017522618,0.017521898,0.017521179,0.01752046,0.01751974,0.017519021,0.017518301,0.017517581,0.017516861,0.01751614,0.017515418,0.017514696,0.017513974,0.017513251,0.017512526,0.017511801,0.017511076,0.017510349,0.017509622,0.017508894,0.017508165,0.017507435,0.017506705,0.017505973,0.01750524,0.017504507,0.017503773,0.017503038,0.017502303,0.017501566,0.017500829,0.01750009,0.017499351,0.017498611,0.01749787,0.017497129,0.017496387,0.017495643,0.017494899,0.017494154,0.017493408,0.017492661,0.017491914,0.017491165,0.017490415,0.017489665,0.017488912,0.017488159,0.017487405,0.017486649,0.017485891,0.017485132,0.017484372,0.01748361,0.017482846,0.017482081,0.017481314,0.017480545,0.017479774,0.017479002,0.017478227,0.01747745,0.017476671,0.017475891,0.017475107,0.017474322,0.017473534,0.017472744,0.017471952,0.017471156,0.017470358,0.017469558,0.017468755,0.017467949,0.017467141,0.01746633,0.017465517,0.0174647,0.017463882,0.01746306,0.017462236,0.01746141,0.017460581,0.017459749,0.017458915,0.017458077,0.017457238,0.017456396,0.017455551,0.017454703,0.017453853,0.017453
loss on test,0.023700034,0.023699355,0.023683455,0.023668917,0.023655149,0.0236417,0.023628302,0.023614742,0.023600846,0.023586464,0.023571468,0.023555727,0.023539121,0.023521547,0.023502916,0.023483155,0.023462209,0.023440051,0.023416688,0.02339218,0.023366628,0.023340196,0.023313102,0.023285619,0.023258079,0.023230837,0.023204256,0.023178679,0.023154423,0.023131767,0.023110924,0.023092056,0.023075276,0.023060642,0.023048169,0.023037826,0.023029565,0.023023296,0.023018915,0.023016292,0.023015288,0.023015746,0.023017501,0.023020367,0.023024164,0.02302871,0.023033832,0.023039368,0.023045164,0.023051085,0.023057006,0.023062829,0.023068465,0.023073855,0.023078945,0.023083701,0.023088103,0.023092139,0.023095801,0.0230991,0.023102042,0.02310464,0.023106915,0.023108879,0.023110559,0.023111974,0.023113143,0.023114089,0.02311483,0.023115389,0.02311578,0.023116026,0.023116138,0.023116131,0.02311602,0.023115817,0.023115534,0.023115177,0.023114752,0.02311427,0.023113736,0.023113158,0.023112536,0.02311188,0.023111189,0.023110469,0.023109725,0.023108954,0.023108161,0.023107347,0.02310651,0.023105653,0.023104774,0.023103877,0.023102962,0.023102028,0.023101083,0.023100125,0.023099152,0.023098171,0.02309718,0.023096179,0.023095169,0.023094151,0.023093124,0.023092086,0.023091042,0.023089987,0.023088927,0.023087858,0.023086778,0.023085691,0.023084595,0.023083487,0.023082374,0.023081249,0.023080119,0.023078976,0.023077826,0.023076668,0.023075498,0.023074322,0.023073139,0.023071951,0.023070757,0.02306956,0.023068359,0.023067159,0.023065956,0.023064752,0.023063548,0.023062342,0.02306114,0.023059938,0.023058731,0.023057525,0.02305632,0.023055114,0.023053906,0.023052695,0.023051485,0.023050274,0.023049061,0.023047847,0.023046631,0.023045419,0.023044205,0.023042988,0.023041774,0.023040556,0.023039341,0.023038125,0.02303691,0.023035695,0.02303448,0.023033267,0.023032055,0.023030844,0.023029636,0.023028429,0.023027225,0.023026023,0.023024824,0.023023628,0.023022431,0.02302124,0.023020048,0.023018858,0.023017671,0.023016488,0.023015306,0.023014126,0.023012949,0.023011773,0.0230106,0.023009431,0.023008262,0.023007098,0.023005933,0.023004772,0.023003611,0.023002455,0.023001302,0.023000154,0.022999008,0.022997866,0.022996727,0.022995589,0.02299446,0.022993333,0.022992209,0.022991086,0.022989968,0.022988851,0.022987741,0.02298663,0.022985524,0.022984418,0.022983316,0.022982216,0.022981117,0.022980021,0.022978927,0.022977837,0.022976751,0.022975671,0.02297459,0.022973514,0.022972441,0.022971371,0.022970303,0.022969242,0.022968179,0.022967121,0.022966063,0.022965009,0.022963956,0.022962904,0.022961856,0.022960808,0.022959762,0.022958718,0.022957675,0.02295663,0.022955589,0.02295455,0.022953509,0.022952469,0.022951428,0.02295039,0.02294935,0.022948311,0.022947272,0.022946237,0.0229452,0.022944164,0.022943132,0.022942098,0.022941064,0.022940033,0.022939002,0.022937974,0.022936944,0.022935918,0.022934891,0.022933865,0.022932841,0.022931818,0.022930797,0.022929775,0.022928753,0.022927733,0.022926713,0.022925697,0.022924681,0.022923664,0.022922651,0.022921638,0.022920627,0.022919616,0.022918607,0.022917598,0.022916587,0.022915581,0.022914572,0.022913562,0.022912555,0.022911545,0.022910534,0.022909522,0.02290851,0.022907498,0.022906481,0.022905465,0.022904447,0.022903427,0.022902404,0.02290138,0.022900353,0.022899325,0.022898294,0.022897262,0.022896229,0.022895195,0.022894161,0.022893126,0.022892093,0.022891058,0.02289002,0.022888983,0.022887945,0.022886907,0.022885867,0.022884824,0.022883782,0.022882737,0.022881691,0.022880644,0.022879598,0.022878551
