epoch,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
loss on training,0.005570529503431139,0.0012658519991876381,0.0011210626102453015,0.0010159554427045397,0.0009678485605916404,0.0009317967684813691,0.0009064561637304088,0.0008827666040246371,0.0008575099126811298,0.0008382748681426935,0.0008290879064813638,0.0008158904665310958,0.0008091928595125013,0.0007974858145838254,0.000786208084826033,0.0007751803671253336,0.0007701076426349511,0.0007626419419454322,0.0007588301154424656,0.000752578861040283,0.0007482211043553901,0.0007437419427032109,0.0007362722903846451,0.000730960259515925,0.0007247395248648474,0.0007150601298872098,0.0007046667652496915,0.000688252787193881,0.0006765529657226415,0.0006601808107124337
loss on test,0.0026935345932655188,0.001284369619689527,0.0010898088549953864,0.0010341112260437895,0.001043996963574362,0.001045470644029311,0.001012969429177635,0.001007785735693198,0.0009953819405586655,0.0009954672311059988,0.0009952217905394602,0.001003943632135666,0.0010025415001462708,0.0009866411676694852,0.0009737848753896817,0.0009722698353782287,0.0009741529097025343,0.000978432002766207,0.0009886967667540548,0.0009935984638788746,0.0009842530713412706,0.0009909056008506761,0.001002842864422336,0.0010051071670834839,0.0010035781630921168,0.0010598691134219417,0.001077025509281362,0.0010825618188366666,0.0011571662681410524,0.0012064990374429767
