epoch,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
loss on training,0.05309038519239994,0.0014362934789483733,0.001378732369023943,0.0012898672502248652,0.0012864584097189828,0.0012237553226886945,0.0010008524929606532,0.0009698001109080808,0.0009285647895423297,0.0008915030554256061,0.0008734410303132353,0.0008593141906697488,0.0008452379345370412,0.000833200023972894,0.0008229436366421543,0.0008137277462224855,0.0008031969968396535,0.000794294412493181,0.0007881360127088608,0.0007778652465974628,0.0007710296243883274,0.0007624146429211106,0.0007587421178662278,0.0007493996465830921,0.0007447177438127757,0.0007396928698927091,0.0007309807051642,0.0007264616245110114,0.0007200160821509479,0.0007160392246398455,0.0007102005069148983,0.0007077784644193604,0.0007008536804357842,0.0006999309234799877,0.0006982089302958176,0.0006922642625834512,0.0006896180716597872,0.0006897265119334249,0.0006869536497673546,0.0006865108526611816,0.0006859670571718006,0.000685772720190938,0.0006855758121062915,0.0006856059407304775,0.0006863835095451385,0.0006848667682842883,0.000686541435422132,0.000684819153193116,0.0006848304532643399,0.0006883757032845875
loss on test,0.0008299920628783203,0.0010040619845545502,0.0009184860558471414,0.0009232006687017959,0.0008041714055330148,0.0012534951336340195,0.0015622006865210047,0.0010876890481608006,0.0009093415900493364,0.0008699043435475448,0.0008112541312605197,0.0008110929921454977,0.0008060661055785381,0.0008279392681640541,0.0008228008991099596,0.0008293580967659233,0.0008216567617873201,0.0008187127769280387,0.0008134207071462949,0.0008099628013427848,0.0008142036689449709,0.0008134051011589423,0.0008111752320762416,0.0007915908849006484,0.0007807435223423476,0.0007742005841355152,0.0007712282028356954,0.0007744055599410634,0.0007784830275001656,0.0007894843953002106,0.0007882302953242378,0.0007879013805239685,0.0007761780335200157,0.0007829123375478991,0.0007742330349807456,0.0007719891016777439,0.0007729904668787716,0.0007727925791752077,0.0007749093005149388,0.000774902435296717,0.0007753781767568608,0.0007752863558744773,0.0007755821080861693,0.0007755295612469949,0.000775963548047874,0.00077570381389308,0.0007757028185934558,0.0007756409176745527,0.0007756962654377751,0.000775517666632318
